G.U.N.T. Gerätebau GmbH
Hanskampring 15-17 , D- 22885 BarsbüttelPhone: +49 40 / 67 08 54 - 0 , Fax: +49 40 / 67 08 54 - 42

Fecha : 8/5/2023	Tiempo: 15:18:02

WP 510	Máquina para ensayo de torsión, 200Nm

Nombre


Comentario


Cálculos
M_tb	5.166545 Nm
tau_tb	0.000000N/mm^2


Valores medidos
#	Ángulo de torsión en deg 	Ángulo de deslizamiento en rad 	Momento de torsión en Nm 	Tensión de cizallamiento en N/mm^2 
1,00	1,00	0,01	0,47	6,08E-58
2,00	2,00	0,02	0,30	3,86E-58
3,00	3,00	0,03	0,36	4,68E-58
4,00	4,10	0,05	0,58	7,57E-58
5,00	5,10	0,06	0,19	2,45E-58
6,00	6,20	0,07	0,03	4,43E-59
7,00	7,20	0,08	0,05	6,36E-59
8,00	8,20	0,09	0,00	4,52E-60
9,00	9,20	0,10	0,04	4,79E-59
10,00	10,20	0,11	0,17	2,25E-58
11,00	11,30	0,12	0,19	2,45E-58
12,00	12,30	0,14	0,46	6,02E-58
13,00	13,30	0,15	0,58	7,48E-58
14,00	14,30	0,16	0,77	1,00E-57
15,00	15,30	0,17	1,01	1,30E-57
16,00	16,40	0,18	1,34	1,74E-57
17,00	17,40	0,19	1,59	2,05E-57
18,00	18,40	0,20	1,67	2,16E-57
19,00	19,40	0,21	1,81	2,34E-57
20,00	20,40	0,22	1,75	2,26E-57
21,00	21,40	0,24	1,99	2,58E-57
22,00	22,50	0,25	2,19	2,84E-57
23,00	23,50	0,26	2,44	3,16E-57
24,00	24,50	0,27	2,43	3,15E-57
25,00	25,50	0,28	2,60	3,37E-57
26,00	26,50	0,29	2,76	3,57E-57
27,00	27,50	0,30	2,93	3,79E-57
28,00	28,50	0,31	2,95	3,82E-57
29,00	29,50	0,32	3,19	4,14E-57
30,00	30,50	0,34	3,32	4,30E-57
31,00	31,50	0,35	3,54	4,58E-57
32,00	32,50	0,36	3,78	4,90E-57
33,00	33,50	0,37	3,50	4,54E-57
34,00	34,50	0,38	3,64	4,71E-57
35,00	35,50	0,39	3,69	4,78E-57
36,00	36,50	0,40	3,61	4,68E-57
37,00	37,50	0,41	3,92	5,08E-57
38,00	38,50	0,42	4,09	5,30E-57
39,00	39,50	0,43	3,90	5,05E-57
40,00	40,50	0,45	3,99	5,17E-57
41,00	41,50	0,46	4,20	5,44E-57
42,00	42,50	0,47	4,23	5,48E-57
43,00	43,50	0,48	4,21	5,45E-57
44,00	44,50	0,49	4,27	5,54E-57
45,00	45,50	0,50	4,18	5,42E-57
46,00	46,50	0,51	4,29	5,56E-57
47,00	47,50	0,52	4,26	5,52E-57
48,00	48,50	0,53	4,40	5,71E-57
49,00	49,50	0,54	4,32	5,60E-57
50,00	50,50	0,56	4,56	5,90E-57
51,00	51,50	0,57	4,47	5,79E-57
52,00	52,50	0,58	4,56	5,91E-57
53,00	53,50	0,59	4,45	5,77E-57
54,00	54,50	0,60	4,58	5,93E-57
55,00	55,50	0,61	4,44	5,75E-57
56,00	56,60	0,62	4,28	5,55E-57
57,00	57,70	0,64	4,38	5,68E-57
58,00	58,70	0,65	4,33	5,61E-57
59,00	59,70	0,66	4,38	5,67E-57
60,00	60,70	0,67	4,49	5,81E-57
61,00	61,70	0,68	4,46	5,79E-57
62,00	62,70	0,69	4,41	5,71E-57
63,00	63,70	0,70	4,22	5,46E-57
64,00	64,80	0,71	4,15	5,37E-57
65,00	65,80	0,72	4,41	5,71E-57
66,00	66,80	0,74	4,38	5,68E-57
67,00	67,80	0,75	4,46	5,79E-57
68,00	68,80	0,76	4,22	5,47E-57
69,00	69,80	0,77	4,18	5,42E-57
70,00	70,80	0,78	4,27	5,53E-57
71,00	71,80	0,79	4,21	5,46E-57
72,00	72,80	0,80	4,21	5,45E-57
73,00	73,80	0,81	4,40	5,70E-57
74,00	74,80	0,82	4,33	5,61E-57
75,00	75,80	0,83	4,52	5,85E-57
76,00	76,80	0,85	4,62	5,98E-57
77,00	77,90	0,86	4,60	5,97E-57
78,00	78,90	0,87	4,74	6,15E-57
79,00	79,90	0,88	4,57	5,93E-57
80,00	80,90	0,89	4,63	6,00E-57
81,00	81,90	0,90	4,35	5,64E-57
82,00	82,90	0,91	4,51	5,85E-57
83,00	83,90	0,92	4,54	5,88E-57
84,00	84,90	0,93	4,51	5,85E-57
85,00	85,90	0,95	4,45	5,77E-57
86,00	86,90	0,96	4,62	5,99E-57
87,00	87,90	0,97	4,81	6,23E-57
88,00	88,90	0,98	4,91	6,36E-57
89,00	89,90	0,99	5,11	6,62E-57
90,00	90,90	1,00	5,06	6,56E-57
91,00	91,90	1,01	5,02	6,50E-57
92,00	92,90	1,02	5,16	6,68E-57
93,00	94,00	1,03	5,10	6,60E-57
94,00	95,00	1,05	4,95	6,41E-57
95,00	96,00	1,06	4,84	6,27E-57
96,00	97,10	1,07	4,64	6,01E-57
97,00	98,10	1,08	4,74	6,14E-57
98,00	99,20	1,09	4,77	6,18E-57
99,00	100,20	1,10	4,90	6,35E-57
100,00	101,20	1,11	4,69	6,07E-57
101,00	102,30	1,13	4,45	5,77E-57
102,00	103,30	1,14	4,45	5,76E-57
103,00	104,30	1,15	4,32	5,60E-57
104,00	105,40	1,16	4,52	5,86E-57
105,00	106,40	1,17	4,73	6,13E-57
106,00	107,40	1,18	4,65	6,03E-57
107,00	108,50	1,19	4,67	6,05E-57
108,00	109,50	1,21	4,77	6,19E-57
109,00	110,60	1,22	4,58	5,93E-57
110,00	111,60	1,23	4,71	6,10E-57
111,00	112,60	1,24	4,71	6,11E-57
112,00	113,70	1,25	4,72	6,12E-57
113,00	114,70	1,26	4,87	6,31E-57
114,00	115,70	1,27	5,08	6,58E-57
115,00	116,80	1,29	4,84	6,27E-57
116,00	117,80	1,30	4,92	6,37E-57
117,00	118,80	1,31	4,89	6,34E-57
118,00	119,90	1,32	4,94	6,40E-57
119,00	120,90	1,33	4,84	6,27E-57
120,00	121,90	1,34	4,82	6,25E-57
121,00	123,00	1,35	4,59	5,94E-57
122,00	124,00	1,36	4,47	5,79E-57
123,00	125,10	1,38	4,76	6,16E-57
124,00	126,10	1,39	4,75	6,16E-57
125,00	127,10	1,40	4,81	6,23E-57
126,00	128,20	1,41	4,68	6,07E-57
127,00	129,20	1,42	4,51	5,85E-57
128,00	130,20	1,43	4,52	5,86E-57
129,00	131,30	1,45	4,52	5,86E-57
130,00	132,30	1,46	4,63	6,00E-57
131,00	133,30	1,47	4,74	6,15E-57
132,00	134,30	1,48	4,74	6,15E-57
133,00	135,30	1,49	4,69	6,08E-57
134,00	136,30	1,50	4,96	6,43E-57
135,00	137,30	1,51	5,11	6,62E-57
136,00	138,30	1,52	5,17	6,70E-57
137,00	139,30	1,53	4,51	5,84E-57
138,00	140,30	1,54	3,36	4,35E-57
139,00	141,30	1,56	2,46	3,19E-57
140,00	142,30	1,57	1,87	2,43E-57
141,00	143,30	1,58	1,29	1,67E-57
142,00	144,30	1,59	1,05	1,37E-57
143,00	145,30	1,60	0,78	1,01E-57
144,00	146,30	1,61	0,60	7,80E-58
145,00	147,30	1,62	0,58	7,49E-58
146,00	148,30	1,63	0,23	2,99E-58
147,00	149,30	1,64	0,06	7,62E-59
148,00	150,30	1,65	0,11	1,48E-58
149,00	151,30	1,67	0,24	3,05E-58
